0	5473712	1915	0	1
0	4411765	1350	17379	1
2	2097714	228	107	2
0	11417	25	1169	1
-4	169923	81	39	0
30	41337	5	987	2
3	1827084	119	7	1
6	1954308	105	127	1
0	3648397	432	1079	1
-3	1213865	735	62	1
5	151788	34	1929	1
0	2156292	136	1	1
6	232280	155	2025	1
0	4690770	376	2	0
3	698683	121	17	1
0	1233093	416	1545	1
7	735524	101	124	1
0	2853877	306	2	1
0	2440665	267	2	1
5	761917	89	500	0
2	1682943	599	8044	2
-2	755862	86	959	0
44	1557859	60	9	2
39	1493906	398	78	2
5	264	1	264	1
0	1329078	330	1	1
3	367270	344	2929	0
0	586183	16	2	1
9	1097522	59	38	2
24	1122023	285	298	0
0	1466055	26	76419	1
-1	2744617	139	9	2
5	1914003	337	28800	1
28	956224	54	34612	2
0	244786	11	9347	1
0	3147825	924	117	1
42	1712192	80	14264	1
11	1075589	12	241769	2
0	4289708	284	27	1
8	267770	15	177136	0
14	737317	128	3911	2
2	64937	12	2759	1
-104	535424	199	119	2
0	593713	466	4	1
0	1176158	799	3946	1
32	322925	277	223	2
-14	97965	2	50388	0
13	3479053	415	13	2
0	3110853	829	4	1
804	1923492	131	13999	2
0	1094805	54	0	1
-61	22340	25	1517	0
2	1505100	188	16	2
33	4142390	1287	73	1
0	341300	25	1388	1
0	634910	85	0	1
0	1606185	438	514	1
4	10924	10	706	2
25	72218	5	7697	0
0	36929	135	0	1
-1	296629	45	20035	1
1	4103129	384	1	0
6	1743872	443	1432	1
-5	1507746	214	158	0
0	2574752	142	223553	2
-8	4168434	250	725	2
0	664832	190	73629	1
0	3399350	1280	58	1
-1	465136	92	1383	1
28	2006967	522	2615	2
0	48	3	34	1
34	2789039	375	30	2
0	3446206	244	361691	1
6	531886	331	43	2
3	2392035	160	11	1
70	1371321	375	2888	2
7	0	0		2
-1	3320808	328	119	1
21	976081	109	8171	2
12	1402633	531	2609	2
16	1647549	746	59114	2
28	212401	12	112516	2
0	3713689	443	0	1
-35	9301	21	22	0
15	2692615	184	49	2
-20	1188071	478	9911	2
1	3094566	364	1583	2
4	5674282	1852	1107	1
0	1713598	257	5	1
0	450317	45	5930	1
9	826576	77	1451	0
2	813988	317	9	1
19	3685149	9	254	1
0	158560	17	6024	1
32	2321542	718	69	2
86	319433	267	1189	2
1	2354332	626	0	1
2	1716	3	22	1
-14	4535502	1399	0	0
11	2427814	272	16	1
420	1196050	287	7270	0
-7	252075	48	8068	1
80	159521	18	36983	2
12	0	0		2
0	2112928	72	44	1
0	5523936	1990	0	1
0	1332591	665	591	1
0	1836425	655	71	1
-5	444962	169	1420	1
2	935863	353	48679	1
1	443684	18	87	1
0	216048	92	1145	1
4	542655	103	3897	1
0	2313031	301	50	1
168	95150	6	28	2
-6	2016146	227	30249	0
-1	3045320	858	33	1
0	283728	191	689	1
-60	5130636	1779	1486	1
0	1039582	85	0	1
3	472322	99	1	2
3	5130662	1782	25	1
0	863696	111	11774	1
4	122629	151	1175	2
-1	587592	374	2089	0
0	0	0		1
7	1731705	200	40595	2
1	1073334	393	1	1
58	352993	325	233	2
3	3083024	543	5738	0
0	1947112	56	294	1
3	53044	9	11	1
1132	1036830	655	89	2
18	656958	220	1447	1
92	370099	53	14	2
0	1388963	336	3	1
208	243299	143	1562	2
-4	617268	56	261315	0
0	279585	1	279585	1
-34	479758	43	133	0
3	5483705	1927	0	0
0	260718	41	8800	1
-12	1656243	675	4	0
1	119603	20	4531	1
0	4141960	997	0	1
5	236339	27	260	1
3	2157209	139	60	2
-42	1212484	157	3	0
0	5809	8	69	1
46	835583	333	4081	1
182	19707	1	19707	2
6	5295119	1889	17259	1
7	3212	2	349	1
-1	806652	585	43	0
-87	303928	161	1483	2
0	1989582	202	2	1
62	0	0		2
8	259791	173	167	1
114	3037049	849	4690	2
36	442040	135	0	2
224	6185776	1939	0	2
20	652789	403	383	2
12	66408	43	273	2
-11	9106	3	6839	0
4	85216	13	10367	0
0	3523230	289	3	1
3	626573	410	4	1
0	5670421	1849	13395	1
0	4907667	684	1055	1
-2	69535	2	36902	2
28	1255601	99	10057	0
1	584901	451	4	1
0	5523946	2013	0	1
0	4720456	667	0	1
1	0	0		1
4	87590	8	4175	2
9	3573644	300	23019	1
24	1370187	367	923	0
9	89061	12	54216	2
0	178309	99	1	1
15	1935333	675	2	1
-59	576120	199	4498	2
0	816033	86	1	1
66	4184133	1058	40	2
-2	2746350	18	7	1
0	1665602	213	93	1
-5	289557	229	867	1
11	801952	78	76009	2
-2	1471970	322	9	1
1	543577	81	5033	1
4	2114232	686	28783	2
0	319811	229	243	1
3	0	0		1
1	824249	38	2786	1
0	20278	9	213	1
0	348543	62	0	1
0	846680	144	17569	1
10	1422	1	1422	0
0	4163060	39	0	1
0	412943	150	4	1
0	230419	126	36	1
-1	1688275	64	1	1
18	698658	119	76	1
0	483568	68	1116	1
61	1323438	202	1257	2
6	1887647	104	64721	0
0	119507	63	3859	1
3	2055249	483	8	1
53	635389	280	33	2
0	1582051	202	2	2
1250	358116	136	13006	2
3	488381	453	19	1
2	395353	256	985	0
233	102456	91	1550	2
0	3052703	275	11	1
1	274949	59	82	2
-3	1057173	358	123	0
-1	858676	354	28	1
3	227386	29	1152	1
-9	2669615	288	1502	0
12	217652	127	9	0
497	1805751	643	1533	2
312	178203	121	5741	2
-4	58276	93	18	2
0	3379526	964	7342	1
0	17276	2	5851	1
0	2532967	736	1039	1
-11	292606	70	10115	1
132	1693694	605	47	2
0	314184	100	2	1
0	502791	261	13265	1
1	329679	43	135	0
4	99407	196	287	1
555	1135658	289	2057	0
0	1985896	225	9015	1
-1689	724734	292	8	0
-1	30370	4	30180	0
39	1174178	19	75412	2
0	184277	70	0	1
3	66502	116	1140	2
0	613313	37	2	1
7	3106957	858	3221	1
0	2207431	113	168870	1
-106	623442	387	3253	0
49	2921789	997	1466	2
108	352981	74	42	2
948	3188603	340	21377	2
0	1712266	107	3071	1
0	1899098	93	5992	1
-26	833818	83	4003	0
89	17054	10	4141	2
5	341724	208	1631	0
-46	57534	158	68	1
0	1641216	541	55	1
4	6133143	2118	1	1
179	1312	3	8	2
14	99427	21	10	1
42	292607	404	530	2
-6	1280192	190	1369	0
12	3316578	185	142	1
6	1735344	259	4563	2
78	35370	33	1602	2
3	212106	187	219	1
0	3310534	211	57181	0
0	549600	166	1	1
0	3597076	1035	984	1
-8	191406	84	14032	1
0	1759729	451	4147	1
0	371496	147	50282	1
0	4691363	386	0	1
4	1643506	623	227	1
93	561748	194	1518	2
0	160273	10	1636	1
1	4563444	159	3	1
0	3832719	460	0	1
2	4176801	1558	18	2
20	537026	203	416	0
-24	1604696	415	1	0
2	816905	327	224	1
16	5515459	1968	0	1
27	1629468	117	11472	2
0	3292520	262	99812	1
14	4540551	318	46	1
0	2429600	286	302	2
17	1245612	186	155	2
17	1340761	592	285225	0
110	107682	20	3980	2
0	2431653	213	5	1
-2586	4170236	74	28	0
12	457045	301	419	2
0	313484	72	4	1
0	313468	67	1	1
0	181811	165	63	1
0	4170388	1026	2294	1
-11	1451515	96	18	1
4	2763454	315	9	2
3	133673	9	4498	2
0	1798343	370	842	1
22	877953	153	12796	1
3	94567	18	1027	1
0	9913	21	73	1
0	2430806	208	15	1
3	172862	46	14	1
114	1530828	562	2	2
6	2744372	127	4	1
-9	19998	22	527	0
3	1129045	597	30251	2
7	3254327	530	965	1
2	290239	78	1479	1
660	337414	222	11772	2
0	344237	52	0	2
0	3873688	1154	17	1
152	852849	73	459	2
507	181077	127	1391	2
52	853891	61	28476	2
11	4482993	164	21871	2
458	180598	29	58788	2
7	4192310	1077	18	1
0	1375773	380	9	1
0	9360	30	9	1
12	600988	422	124	2
0	2518941	446	188	1
0	1665621	215	5	1
110	492047	230	905	2
8	1867356	979	0	1
3	575348	43	496	1
0	2025381	748	8546	1
44	16148	30	54	2
0	1425291	158	52883	1
16	4607583	1458	4120	1
6	2936936	429	1247	1
2	243240	18	2802	1
